LOCUS LG POS
dDocent_Contig_2829 13 72.22
dDocent_Contig_15637 13 72.22
dDocent_Contig_4056 13 72.22
dDocent_Contig_54764 13 72.22
dDocent_Contig_259416 13 72.22
dDocent_Contig_3156 13 72.22
dDocent_Contig_349127 13 72.22
dDocent_Contig_5023 13 72.22
dDocent_Contig_362678 13 72.22
dDocent_Contig_313587 13 72.22
dDocent_Contig_47376 13 72.22
dDocent_Contig_60338 13 72.92
dDocent_Contig_122871 13 73.51
dDocent_Contig_237691 13 73.51
dDocent_Contig_14240 13 74.33
dDocent_Contig_18098 13 74.98
dDocent_Contig_29858 13 78.55
dDocent_Contig_3782 13 78.55
dDocent_Contig_44561 13 78.55
dDocent_Contig_24184 13 78.55
dDocent_Contig_53782 13 78.55
dDocent_Contig_93574 13 78.55
dDocent_Contig_60978 13 78.55
dDocent_Contig_129 13 78.55
dDocent_Contig_18193 13 83.9
dDocent_Contig_68316 13 83.9
dDocent_Contig_30202 13 83.9
dDocent_Contig_59297 13 83.9
dDocent_Contig_5314 13 83.9
dDocent_Contig_53927 13 83.9
dDocent_Contig_183092 13 83.9
dDocent_Contig_60276 13 84.04
dDocent_Contig_326641 13 85.34
dDocent_Contig_26495 13 85.34
dDocent_Contig_16878 13 85.34
dDocent_Contig_209827 13 87.39
dDocent_Contig_342473 13 87.39
dDocent_Contig_22088 13 87.39
dDocent_Contig_232983 13 87.39
dDocent_Contig_12034 13 87.39
dDocent_Contig_230035 13 87.39
dDocent_Contig_14875 13 87.39
dDocent_Contig_17168 13 87.39
dDocent_Contig_2305 13 87.39
dDocent_Contig_170463 13 87.39
dDocent_Contig_19641 13 87.39
dDocent_Contig_138625 13 87.39
dDocent_Contig_4505 13 88.29
dDocent_Contig_185112 13 88.29
dDocent_Contig_14595 13 89.74
dDocent_Contig_175067 13 94.72
dDocent_Contig_17041 13 95.29
dDocent_Contig_12798 13 98.23
dDocent_Contig_1600 13 103.45
dDocent_Contig_359442 13 104.09
dDocent_Contig_37112 14 0
dDocent_Contig_43470 14 0.64
dDocent_Contig_49287 14 0.64
dDocent_Contig_36728 14 1.28
dDocent_Contig_3457 14 1.28
dDocent_Contig_96906 14 1.28
dDocent_Contig_85216 14 6.55000000000001
dDocent_Contig_325 14 6.55000000000001
dDocent_Contig_32956 14 6.55000000000001
dDocent_Contig_34060 14 6.55000000000001
dDocent_Contig_37011 14 6.55000000000001
dDocent_Contig_48314 14 7.58
dDocent_Contig_13350 14 9.21
dDocent_Contig_355463 14 9.21
dDocent_Contig_88256 14 9.21
dDocent_Contig_11410 14 9.93
dDocent_Contig_93311 14 12.47
dDocent_Contig_1519 14 12.47
dDocent_Contig_17712 14 13.45
dDocent_Contig_9013 14 13.74
dDocent_Contig_2154 14 14.72
dDocent_Contig_36931 14 16.38
dDocent_Contig_98910 14 16.52
dDocent_Contig_375567 14 16.66
dDocent_Contig_364917 14 17.26
dDocent_Contig_68790 14 18.59
dDocent_Contig_28525 14 19.37
dDocent_Contig_21053 14 19.63
dDocent_Contig_64895 14 20.41
dDocent_Contig_85212 14 20.41
dDocent_Contig_109867 14 20.41
dDocent_Contig_223375 14 20.57
dDocent_Contig_108402 14 20.57
dDocent_Contig_18188 14 22.06
dDocent_Contig_172285 14 23.22
dDocent_Contig_8255 14 23.22
dDocent_Contig_23830 14 23.22
dDocent_Contig_4626 14 23.22
dDocent_Contig_12674 14 23.22
dDocent_Contig_118320 14 23.22
dDocent_Contig_48611 14 23.38
dDocent_Contig_21319 14 23.38
dDocent_Contig_22832 14 23.38
dDocent_Contig_50498 14 25.17
dDocent_Contig_63921 14 25.17
dDocent_Contig_13821 14 25.67
dDocent_Contig_79517 14 26.65
dDocent_Contig_1177 14 27.52
dDocent_Contig_11248 14 30.55
dDocent_Contig_24685 14 30.87
dDocent_Contig_14036 14 33.48
dDocent_Contig_3454 14 34.17
dDocent_Contig_3559 14 34.46
dDocent_Contig_90559 14 34.85
dDocent_Contig_7467 14 35.63
dDocent_Contig_22346 14 36.8
dDocent_Contig_57405 14 36.91
dDocent_Contig_7944 14 36.92
dDocent_Contig_120683 14 37.09
dDocent_Contig_2088 14 37.09
dDocent_Contig_51425 14 37.09
dDocent_Contig_390204 14 39.03
dDocent_Contig_27437 14 39.03
dDocent_Contig_30483 14 39.03
dDocent_Contig_44252 14 39.14
dDocent_Contig_73753 14 39.43
dDocent_Contig_64534 14 39.99
dDocent_Contig_63932 14 39.99
dDocent_Contig_322133 14 39.99
dDocent_Contig_15699 14 39.99
dDocent_Contig_18333 14 40.31
dDocent_Contig_10400 14 40.31
dDocent_Contig_20609 14 40.63
dDocent_Contig_315136 14 40.95
dDocent_Contig_121975 14 41.91
dDocent_Contig_14506 14 42.88
dDocent_Contig_78060 14 43.38
dDocent_Contig_172611 14 44
dDocent_Contig_59976 14 45.26
dDocent_Contig_13508 14 45.89
dDocent_Contig_158481 14 46.26
dDocent_Contig_155023 14 47.94
dDocent_Contig_54778 14 47.94
dDocent_Contig_74477 14 48.76
dDocent_Contig_5889 14 52.25
dDocent_Contig_150789 14 53.16
dDocent_Contig_278177 14 53.93
dDocent_Contig_9392 14 54.59
dDocent_Contig_144665 14 54.72
dDocent_Contig_18146 14 54.87
dDocent_Contig_20865 14 54.87
dDocent_Contig_41906 14 54.87
dDocent_Contig_354639 14 54.87
dDocent_Contig_11590 14 54.87
dDocent_Contig_162255 14 56.55
dDocent_Contig_21480 14 56.87
dDocent_Contig_31796 14 56.87
dDocent_Contig_1301 14 56.87
dDocent_Contig_48250 14 56.87
dDocent_Contig_390761 14 56.87
dDocent_Contig_73600 14 56.87
dDocent_Contig_179567 14 56.87
dDocent_Contig_50376 14 56.87
dDocent_Contig_120577 14 56.87
dDocent_Contig_22354 14 56.87
dDocent_Contig_10572 14 56.87
dDocent_Contig_213906 14 56.87
dDocent_Contig_45635 14 56.87
dDocent_Contig_127992 14 56.87
dDocent_Contig_254910 14 56.87
dDocent_Contig_50518 14 57.19
dDocent_Contig_34 14 57.23
dDocent_Contig_354961 14 57.23
dDocent_Contig_49427 14 57.23
dDocent_Contig_24473 14 57.23
dDocent_Contig_33361 14 57.23
dDocent_Contig_51099 14 57.23
dDocent_Contig_394960 14 57.23
dDocent_Contig_15311 14 57.23
dDocent_Contig_719 14 57.23
dDocent_Contig_129569 14 57.23
dDocent_Contig_51314 14 57.58
dDocent_Contig_271220 14 59.75
dDocent_Contig_37463 14 60.46
dDocent_Contig_132599 14 60.47
dDocent_Contig_137144 14 62.05
dDocent_Contig_384622 14 62.05
dDocent_Contig_3187 14 62.05
dDocent_Contig_169675 14 62.05
dDocent_Contig_87834 14 62.05
dDocent_Contig_53830 14 62.05
dDocent_Contig_3640 14 62.05
dDocent_Contig_388720 14 62.05
dDocent_Contig_5062 14 62.05
dDocent_Contig_103216 14 65.97
dDocent_Contig_330536 14 66.56
dDocent_Contig_43997 14 66.71
dDocent_Contig_25808 14 66.85
dDocent_Contig_228442 14 68.31
dDocent_Contig_39616 14 68.31
dDocent_Contig_593 14 68.31
dDocent_Contig_104837 14 68.31
dDocent_Contig_40374 14 68.31
dDocent_Contig_315251 14 70.63
dDocent_Contig_76476 14 71.21
dDocent_Contig_101935 14 71.21
dDocent_Contig_36521 14 97.15
dDocent_Contig_169592 14 97.15
dDocent_Contig_305441 14 99.52
dDocent_Contig_31781 14 99.89
dDocent_Contig_230212 14 100.99
dDocent_Contig_23730 14 100.99
dDocent_Contig_58771 14 100.99
dDocent_Contig_118755 14 101.63
dDocent_Contig_23669 14 101.63
dDocent_Contig_57288 14 102.27
dDocent_Contig_97933 14 112.09
dDocent_Contig_195479 15 0
dDocent_Contig_236367 15 1.22
dDocent_Contig_4641 15 1.22
dDocent_Contig_712 15 1.22
dDocent_Contig_91933 15 1.22
dDocent_Contig_19137 15 1.22
dDocent_Contig_16839 15 1.22
dDocent_Contig_197372 15 1.22
dDocent_Contig_5401 15 2.67
dDocent_Contig_56798 15 3.54
dDocent_Contig_25020 15 3.68999999999999
dDocent_Contig_187281 15 3.68999999999999
dDocent_Contig_392195 15 3.68999999999999
dDocent_Contig_904 15 3.68999999999999
dDocent_Contig_5207 15 4.16999999999999
dDocent_Contig_127143 15 4.64999999999998
dDocent_Contig_26839 15 5.72999999999999
dDocent_Contig_152405 15 6.15999999999999
dDocent_Contig_24115 15 7.91999999999998
dDocent_Contig_15702 15 9.78999999999998
dDocent_Contig_52004 15 10.4
dDocent_Contig_18330 15 11.81
dDocent_Contig_48005 15 13.76
dDocent_Contig_31792 15 13.76
dDocent_Contig_16244 15 15.45
dDocent_Contig_70827 15 16.99
dDocent_Contig_298306 15 19.21
dDocent_Contig_96847 15 19.21
dDocent_Contig_14391 15 19.35
dDocent_Contig_364420 15 19.35
dDocent_Contig_568 15 19.35
dDocent_Contig_184007 15 20.12
dDocent_Contig_264083 15 21.1
dDocent_Contig_12642 15 21.55
dDocent_Contig_29636 15 21.55
dDocent_Contig_7065 15 21.66
dDocent_Contig_30539 15 21.99
dDocent_Contig_286213 15 21.99
dDocent_Contig_10459 15 21.99
dDocent_Contig_143714 15 23.11
dDocent_Contig_89 15 26.55
dDocent_Contig_28577 15 27.68
dDocent_Contig_141851 15 27.96
dDocent_Contig_331402 15 28.29
dDocent_Contig_12806 15 28.54
dDocent_Contig_124034 15 28.79
dDocent_Contig_24110 15 28.84
dDocent_Contig_78528 15 29
dDocent_Contig_53 15 29.04
dDocent_Contig_20685 15 29.42
dDocent_Contig_396511 15 29.42
dDocent_Contig_91501 15 29.64
dDocent_Contig_132290 15 29.64
dDocent_Contig_54040 15 29.71
dDocent_Contig_317529 15 29.96
dDocent_Contig_101762 15 30.92
dDocent_Contig_255823 15 31.24
dDocent_Contig_93835 15 31.24
dDocent_Contig_333716 15 31.24
dDocent_Contig_226704 15 31.56
dDocent_Contig_56340 15 33.51
dDocent_Contig_84028 15 34.91
dDocent_Contig_230944 15 35.79
dDocent_Contig_19168 15 36.07
dDocent_Contig_9708 15 36.07
dDocent_Contig_8679 15 36.07
dDocent_Contig_86033 15 36.65
dDocent_Contig_32774 15 36.65
dDocent_Contig_31290 15 41.45
dDocent_Contig_251294 15 41.78
dDocent_Contig_229737 15 42.07
dDocent_Contig_327671 15 43.83
dDocent_Contig_223802 15 43.83
dDocent_Contig_59488 15 44.53
dDocent_Contig_10484 15 45.15
dDocent_Contig_3933 15 46.47
dDocent_Contig_113458 15 46.47
dDocent_Contig_116082 15 46.47
dDocent_Contig_16919 15 49.23
dDocent_Contig_333961 15 49.55
dDocent_Contig_382081 15 50.32
dDocent_Contig_376603 15 51.01
dDocent_Contig_6698 15 51.19
dDocent_Contig_25556 15 52.48
dDocent_Contig_104757 15 52.48
dDocent_Contig_74363 15 55.07
dDocent_Contig_2186 15 55.07
dDocent_Contig_59935 15 55.07
dDocent_Contig_190056 15 58.62
dDocent_Contig_29563 15 59.2
dDocent_Contig_312509 15 59.32
dDocent_Contig_272119 15 59.56
dDocent_Contig_2583 15 59.56
dDocent_Contig_100040 15 60.99
dDocent_Contig_54431 15 61.4
dDocent_Contig_32350 15 62.12
dDocent_Contig_126668 15 62.13
dDocent_Contig_8373 15 62.13
dDocent_Contig_78213 15 62.13
dDocent_Contig_41608 15 62.13
dDocent_Contig_13530 15 62.19
dDocent_Contig_50994 15 62.19
dDocent_Contig_65087 15 62.19
dDocent_Contig_14522 15 62.19
dDocent_Contig_315477 15 62.19
dDocent_Contig_23445 15 62.19
dDocent_Contig_135606 15 62.19
dDocent_Contig_197457 15 62.19
dDocent_Contig_29931 15 62.19
dDocent_Contig_20544 15 62.19
dDocent_Contig_114867 15 62.19
dDocent_Contig_69792 15 62.19
dDocent_Contig_182805 15 62.19
dDocent_Contig_15489 15 63.23
dDocent_Contig_138918 15 63.64
dDocent_Contig_343206 15 64.63
dDocent_Contig_46391 15 65.35
dDocent_Contig_32910 15 65.7
dDocent_Contig_209851 15 65.7
dDocent_Contig_105803 15 65.7
dDocent_Contig_341717 15 65.7
dDocent_Contig_26617 15 65.7
dDocent_Contig_1655 15 65.7
dDocent_Contig_1779 15 68.33
dDocent_Contig_15214 15 69.29
dDocent_Contig_276335 15 69.29
dDocent_Contig_42884 15 69.45
dDocent_Contig_9250 15 69.45
dDocent_Contig_43813 15 69.45
dDocent_Contig_212542 15 69.61
dDocent_Contig_165895 15 69.61
dDocent_Contig_24873 15 69.61
dDocent_Contig_352366 15 69.61
dDocent_Contig_8219 15 69.61
dDocent_Contig_19697 15 69.61
dDocent_Contig_334693 15 69.61
dDocent_Contig_15415 15 70.43
dDocent_Contig_28149 15 71.25
dDocent_Contig_79376 15 71.25
dDocent_Contig_33309 15 71.43
dDocent_Contig_30503 15 80.83
dDocent_Contig_178965 16 0
dDocent_Contig_99337 16 2.62
dDocent_Contig_91476 16 3.26
dDocent_Contig_74464 16 3.26
dDocent_Contig_252953 16 4.56
dDocent_Contig_52370 16 4.56
dDocent_Contig_30738 16 6.19
dDocent_Contig_326202 16 10.41
dDocent_Contig_3461 16 12.72
dDocent_Contig_10075 16 12.72
dDocent_Contig_18500 16 12.72
dDocent_Contig_34420 16 12.72
dDocent_Contig_38972 16 14.01
dDocent_Contig_8412 16 14.48
dDocent_Contig_20095 16 15.43
dDocent_Contig_28111 16 17.15
dDocent_Contig_12291 16 17.58
dDocent_Contig_88960 16 17.96
dDocent_Contig_21593 16 18.55
dDocent_Contig_329166 16 19.43
dDocent_Contig_16791 16 20.1
dDocent_Contig_113794 16 22.08
dDocent_Contig_16052 16 22.66
dDocent_Contig_299049 16 23.38
dDocent_Contig_16492 16 23.53
dDocent_Contig_45043 16 23.53
dDocent_Contig_1531 16 24.11
dDocent_Contig_156883 16 24.98
dDocent_Contig_178267 16 24.98
dDocent_Contig_13627 16 25.83
dDocent_Contig_384670 16 28.64
dDocent_Contig_18354 16 28.79
dDocent_Contig_46923 16 29.91
dDocent_Contig_216824 16 30.65
dDocent_Contig_205530 16 32.15
dDocent_Contig_44102 16 32.15
dDocent_Contig_74020 16 32.15
dDocent_Contig_5748 16 32.15
dDocent_Contig_27535 16 32.6
dDocent_Contig_177172 16 33.84
dDocent_Contig_197044 16 37.34
dDocent_Contig_239393 16 38.21
dDocent_Contig_2742 16 40.04
dDocent_Contig_55818 16 42.77
dDocent_Contig_83970 16 43.17
dDocent_Contig_16603 16 43.63
dDocent_Contig_169586 16 43.63
dDocent_Contig_3534 16 43.98
dDocent_Contig_265208 16 44.16
dDocent_Contig_55489 16 44.34
dDocent_Contig_98386 16 44.66
dDocent_Contig_89984 16 44.66
dDocent_Contig_45756 16 45.45
dDocent_Contig_94258 16 46.94
dDocent_Contig_91748 16 48.1
dDocent_Contig_50333 16 48.1
dDocent_Contig_303916 16 48.1
dDocent_Contig_362868 16 48.45
dDocent_Contig_101744 16 48.45
dDocent_Contig_38929 16 48.45
dDocent_Contig_368549 16 48.45
dDocent_Contig_20088 16 48.45
dDocent_Contig_25536 16 48.45
dDocent_Contig_79882 16 48.61
dDocent_Contig_13084 16 50.08
dDocent_Contig_620 16 50.08
dDocent_Contig_107634 16 50.08
dDocent_Contig_926 16 50.08
dDocent_Contig_12988 16 52.8
dDocent_Contig_44483 16 52.94
dDocent_Contig_11361 16 52.94
dDocent_Contig_421 16 52.94
dDocent_Contig_15338 16 52.94
dDocent_Contig_3663 16 52.94
dDocent_Contig_9642 16 53.08
dDocent_Contig_16374 16 53.08
dDocent_Contig_1626 16 54.1
dDocent_Contig_69113 16 54.1
dDocent_Contig_5234 16 54.1
dDocent_Contig_175960 16 54.1
dDocent_Contig_20453 16 54.54
dDocent_Contig_164095 16 55.39
dDocent_Contig_62261 16 55.71
dDocent_Contig_26423 16 55.71
dDocent_Contig_241945 16 55.71
dDocent_Contig_65255 16 55.71
dDocent_Contig_53526 16 55.71
dDocent_Contig_85074 16 56.58
dDocent_Contig_21728 16 58.65
dDocent_Contig_251033 16 59.08
dDocent_Contig_28050 16 59.51
dDocent_Contig_57861 16 60.17
dDocent_Contig_54822 16 60.82
dDocent_Contig_13457 16 62.14
dDocent_Contig_27733 16 64.83
dDocent_Contig_2459 16 66.6
dDocent_Contig_4551 16 67.67
dDocent_Contig_7169 16 67.82
dDocent_Contig_28742 16 67.96
dDocent_Contig_180953 16 67.96
dDocent_Contig_31694 16 67.96
dDocent_Contig_266679 16 67.96
dDocent_Contig_311699 16 67.96
dDocent_Contig_15769 16 67.96
dDocent_Contig_59446 16 67.96
dDocent_Contig_29349 16 67.96
dDocent_Contig_100222 16 67.96
dDocent_Contig_49245 16 68.1
dDocent_Contig_9496 16 69.27
dDocent_Contig_189702 16 70.55
dDocent_Contig_144226 16 70.57
dDocent_Contig_242464 16 70.57
dDocent_Contig_10820 16 70.57
dDocent_Contig_12699 16 70.57
dDocent_Contig_13628 16 70.72
dDocent_Contig_43948 16 70.72
dDocent_Contig_130476 16 70.86
dDocent_Contig_13812 16 72.7
dDocent_Contig_111577 16 73.35
dDocent_Contig_28835 16 73.83
dDocent_Contig_11228 16 73.83
dDocent_Contig_46117 16 73.83
dDocent_Contig_53181 16 73.99
dDocent_Contig_118540 16 73.99
dDocent_Contig_11765 16 75.25
dDocent_Contig_286444 16 75.39
dDocent_Contig_110409 16 75.63
dDocent_Contig_10909 16 77.6
dDocent_Contig_27826 16 77.69
dDocent_Contig_39536 16 77.93
dDocent_Contig_11137 16 77.93
dDocent_Contig_2134 16 78.25
dDocent_Contig_56126 16 78.57
dDocent_Contig_5706 16 79.35
dDocent_Contig_1351 16 80.95
dDocent_Contig_343594 16 81.14
dDocent_Contig_20890 16 81.26
dDocent_Contig_62487 16 81.41
dDocent_Contig_6714 16 81.41
dDocent_Contig_37992 16 81.41
dDocent_Contig_395312 16 81.51
dDocent_Contig_14922 16 81.51
dDocent_Contig_26467 16 81.55
dDocent_Contig_28309 16 81.55
dDocent_Contig_55599 16 81.55
dDocent_Contig_35914 16 81.55
dDocent_Contig_4227 16 81.55
dDocent_Contig_143960 16 82.13
dDocent_Contig_273405 16 82.13
dDocent_Contig_46435 17 0
dDocent_Contig_32995 17 0
dDocent_Contig_57708 17 0
dDocent_Contig_30840 17 0
dDocent_Contig_301685 17 4.77
dDocent_Contig_5900 17 7.56000000000001
dDocent_Contig_9892 17 9.71000000000001
dDocent_Contig_38156 17 10.76
dDocent_Contig_170530 17 11.3
dDocent_Contig_181394 17 11.3
dDocent_Contig_81944 17 11.3
dDocent_Contig_49203 17 11.3
dDocent_Contig_1061 17 11.3
dDocent_Contig_4389 17 11.3
dDocent_Contig_171172 17 11.3
dDocent_Contig_3862 17 11.3
dDocent_Contig_21681 17 11.3
dDocent_Contig_52450 17 11.3
dDocent_Contig_30077 17 11.3
dDocent_Contig_118220 17 11.3
dDocent_Contig_26942 17 12.76
dDocent_Contig_74741 17 12.76
dDocent_Contig_16668 17 14.24
dDocent_Contig_24383 17 16.28
dDocent_Contig_17747 17 16.28
dDocent_Contig_117947 17 17.45
dDocent_Contig_40269 17 17.8
dDocent_Contig_255326 17 18.84
dDocent_Contig_55010 17 19.19
dDocent_Contig_92369 17 19.97
dDocent_Contig_16265 17 21.55
dDocent_Contig_74233 17 22.72
dDocent_Contig_66602 17 23.5
dDocent_Contig_34141 17 24.63
dDocent_Contig_122156 17 24.63
dDocent_Contig_40220 17 24.63
dDocent_Contig_78485 17 24.63
dDocent_Contig_3529 17 24.63
dDocent_Contig_95748 17 24.63
dDocent_Contig_20000 17 24.79
dDocent_Contig_102096 17 26.66
dDocent_Contig_122239 17 26.66
dDocent_Contig_233200 17 28.25
dDocent_Contig_7808 17 28.84
dDocent_Contig_15924 17 28.98
dDocent_Contig_122349 17 30.3
dDocent_Contig_36915 17 30.3
dDocent_Contig_9213 17 30.3
dDocent_Contig_214776 17 31.62
dDocent_Contig_12971 17 31.62
dDocent_Contig_10414 17 33.39
dDocent_Contig_895 17 34.2
dDocent_Contig_119334 17 34.2
dDocent_Contig_53620 17 34.2
dDocent_Contig_45960 17 34.2
dDocent_Contig_90238 17 34.2
dDocent_Contig_221942 17 34.95
dDocent_Contig_92557 17 36.47
dDocent_Contig_257318 17 38.52
dDocent_Contig_1694 17 38.69
dDocent_Contig_39799 17 39.51
dDocent_Contig_2651 17 40.5
dDocent_Contig_24843 17 40.5
dDocent_Contig_149826 17 42.06
dDocent_Contig_54059 17 42.31
dDocent_Contig_148950 17 42.56
dDocent_Contig_393403 17 43.19
dDocent_Contig_74001 17 43.19
dDocent_Contig_112900 17 45.61
dDocent_Contig_31690 17 45.63
dDocent_Contig_95057 17 46.43
dDocent_Contig_221276 17 46.54
dDocent_Contig_79382 17 48.89
dDocent_Contig_343070 17 49.58
dDocent_Contig_10799 17 49.76
dDocent_Contig_256101 17 50.22
dDocent_Contig_77385 17 50.49
dDocent_Contig_276408 17 51.84
dDocent_Contig_10858 17 51.84
dDocent_Contig_23306 17 51.84
dDocent_Contig_3765 17 51.84
dDocent_Contig_25389 17 52.42
dDocent_Contig_46225 17 52.42
dDocent_Contig_14518 17 53.88
dDocent_Contig_242112 17 54.12
dDocent_Contig_9044 17 54.12
dDocent_Contig_43640 17 54.12
dDocent_Contig_99215 17 55.11
dDocent_Contig_35533 17 55.4
dDocent_Contig_23286 17 55.81
dDocent_Contig_4603 17 57.83
dDocent_Contig_42140 17 58.84
dDocent_Contig_167624 17 59.33
dDocent_Contig_3150 17 59.84
dDocent_Contig_6882 17 60.84
dDocent_Contig_388381 17 62.87
dDocent_Contig_41166 17 62.87
dDocent_Contig_164138 17 62.87
dDocent_Contig_123429 17 62.87
dDocent_Contig_78100 17 62.87
dDocent_Contig_91723 17 62.87
dDocent_Contig_5895 17 62.87
dDocent_Contig_54340 17 62.87
dDocent_Contig_121590 17 62.87
dDocent_Contig_14368 17 64.23
dDocent_Contig_236369 17 71.29
dDocent_Contig_77372 17 71.29
dDocent_Contig_178055 17 71.29
dDocent_Contig_7350 17 71.29
dDocent_Contig_275150 17 71.29
dDocent_Contig_134526 17 71.29
dDocent_Contig_214162 17 71.29
dDocent_Contig_203924 17 71.29
dDocent_Contig_84608 17 71.29
dDocent_Contig_92057 17 71.29
dDocent_Contig_73852 17 71.29
dDocent_Contig_21183 17 71.29
dDocent_Contig_12565 17 71.29
dDocent_Contig_126711 17 71.29
dDocent_Contig_16100 17 74.26
dDocent_Contig_56836 17 74.49
dDocent_Contig_60514 17 75.22
dDocent_Contig_16259 17 75.22
dDocent_Contig_53836 17 75.22
dDocent_Contig_99236 17 75.22
dDocent_Contig_118765 17 75.22
dDocent_Contig_22902 17 75.22
dDocent_Contig_5415 17 77.1
dDocent_Contig_104541 17 77.75
dDocent_Contig_11036 17 78.03
dDocent_Contig_105366 17 78.32
dDocent_Contig_188003 17 80.68
dDocent_Contig_397821 17 81.25
dDocent_Contig_353750 17 81.25
dDocent_Contig_233802 17 82.8
dDocent_Contig_56370 17 86.03
dDocent_Contig_67109 17 89.96
dDocent_Contig_330040 17 89.97
dDocent_Contig_3711 17 90.61
dDocent_Contig_25932 17 90.61
dDocent_Contig_107037 17 100.43
dDocent_Contig_108626 18 0
dDocent_Contig_107765 18 0
dDocent_Contig_3045 18 6.27
dDocent_Contig_43065 18 8.62
dDocent_Contig_118495 18 8.62
dDocent_Contig_238701 18 8.62
dDocent_Contig_73477 18 8.62
dDocent_Contig_14866 18 8.62
dDocent_Contig_141300 18 8.62
dDocent_Contig_77680 18 8.62
dDocent_Contig_3380 18 10.66
dDocent_Contig_124762 18 11.38
dDocent_Contig_7844 18 11.61
dDocent_Contig_57682 18 12.06
dDocent_Contig_7023 18 12.85
dDocent_Contig_83882 18 12.85
dDocent_Contig_56593 18 12.85
dDocent_Contig_1512 18 13.6
dDocent_Contig_93946 18 14.02
dDocent_Contig_346936 18 14.02
dDocent_Contig_204278 18 14.02
dDocent_Contig_173653 18 14.92
dDocent_Contig_26684 18 15.94
dDocent_Contig_18567 18 16.21
dDocent_Contig_27644 18 16.21
dDocent_Contig_40899 18 16.21
dDocent_Contig_14237 18 16.24
dDocent_Contig_2691 18 17.02
dDocent_Contig_271247 18 17.41
dDocent_Contig_159850 18 17.5
dDocent_Contig_20289 18 18.49
dDocent_Contig_219112 18 18.87
dDocent_Contig_136154 18 21
dDocent_Contig_343391 18 21.22
dDocent_Contig_52532 18 22.43
dDocent_Contig_97611 18 23.27
dDocent_Contig_20783 18 23.4
dDocent_Contig_2847 18 23.56
dDocent_Contig_219937 18 23.72
dDocent_Contig_42225 18 23.85
dDocent_Contig_2650 18 24.73
dDocent_Contig_155556 18 25.03
dDocent_Contig_165344 18 25.03
dDocent_Contig_189931 18 25.03
dDocent_Contig_83538 18 25.3
dDocent_Contig_27570 18 25.45
dDocent_Contig_6658 18 25.45
dDocent_Contig_10873 18 26.01
dDocent_Contig_333242 18 26.59
dDocent_Contig_202930 18 26.59
dDocent_Contig_2797 18 26.59
dDocent_Contig_10505 18 26.59
dDocent_Contig_35683 18 28.69
dDocent_Contig_7004 18 29.12
dDocent_Contig_16805 18 29.55
dDocent_Contig_169654 18 29.55
dDocent_Contig_12831 18 30.03
dDocent_Contig_53396 18 31.48
dDocent_Contig_52143 18 32.35
dDocent_Contig_15064 18 32.35
dDocent_Contig_71529 18 32.35
dDocent_Contig_63877 18 32.35
dDocent_Contig_137502 18 32.35
dDocent_Contig_29327 18 32.65
dDocent_Contig_223665 18 32.79
dDocent_Contig_52100 18 33.9
dDocent_Contig_85247 18 35.01
dDocent_Contig_36829 18 35.23
dDocent_Contig_189298 18 36.14
dDocent_Contig_81526 18 36.68
dDocent_Contig_219013 18 37.35
dDocent_Contig_134968 18 37.35
dDocent_Contig_25548 18 37.64
dDocent_Contig_331327 18 37.93
dDocent_Contig_316571 18 38.28
dDocent_Contig_146886 18 38.97
dDocent_Contig_371139 18 39.59
dDocent_Contig_37785 18 39.59
dDocent_Contig_105948 18 39.82
dDocent_Contig_69979 18 40.01
dDocent_Contig_52900 18 40.01
dDocent_Contig_8882 18 40.01
dDocent_Contig_9237 18 40.12
dDocent_Contig_58288 18 43.13
dDocent_Contig_173272 18 43.13
dDocent_Contig_3184 18 54.63
dDocent_Contig_132967 18 56.26
dDocent_Contig_18705 18 57.14
dDocent_Contig_57229 18 59.37
dDocent_Contig_34954 18 59.37
dDocent_Contig_1062 18 59.37
dDocent_Contig_8234 18 59.37
dDocent_Contig_183123 18 59.37
dDocent_Contig_130341 18 59.37
dDocent_Contig_22610 18 59.37
dDocent_Contig_190271 18 59.37
dDocent_Contig_286764 18 59.37
dDocent_Contig_12934 18 59.37
dDocent_Contig_84389 18 59.37
dDocent_Contig_14784 18 59.37
dDocent_Contig_296916 18 59.37
dDocent_Contig_53447 18 59.37
dDocent_Contig_224858 18 59.37
dDocent_Contig_4305 18 59.37
dDocent_Contig_305277 18 59.37
dDocent_Contig_63130 18 59.37
dDocent_Contig_282858 18 59.37
dDocent_Contig_16160 18 59.37
dDocent_Contig_69902 18 59.37
dDocent_Contig_224359 18 59.37
dDocent_Contig_156246 18 59.37
dDocent_Contig_21846 18 59.37
dDocent_Contig_12340 18 59.37
dDocent_Contig_304729 18 59.37
dDocent_Contig_115366 18 59.37
dDocent_Contig_208354 18 59.37
dDocent_Contig_78148 18 59.37
dDocent_Contig_149785 18 59.37
dDocent_Contig_35656 18 59.37
dDocent_Contig_9265 18 60.92
dDocent_Contig_41318 18 60.92
dDocent_Contig_27794 18 65.05
dDocent_Contig_265358 18 65.05
dDocent_Contig_61940 18 68.68
dDocent_Contig_15328 18 72.6
dDocent_Contig_12345 18 73.41
dDocent_Contig_14591 18 74.39
dDocent_Contig_40650 18 74.39
dDocent_Contig_60817 18 74.39
dDocent_Contig_129129 18 74.39
dDocent_Contig_62851 18 74.39
dDocent_Contig_331593 18 74.39
