START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_153650	dDocent_Contig_166590	2	2	6311820	6146998	164822	20	40.92	43.62	2.70
dDocent_Contig_115097	dDocent_Contig_278262	2	2	8678419	9125831	447412	20	46.04	47.87	1.83
dDocent_Contig_37716	dDocent_Contig_154461	2	2	9133816	9066014	67802	20	52.15	52.15	0.00
dDocent_Contig_7179	dDocent_Contig_15034	2	2	10797889	10856246	58357	20	51.65	51.65	0.00
dDocent_Contig_99714	dDocent_Contig_178579	2	2	9304825	9950441	645616	20	65.98	65.67	0.31
dDocent_Contig_24905	dDocent_Contig_90331	2	2	13872658	13673036	199622	20	65.98	67.95	1.97
dDocent_Contig_220734	dDocent_Contig_6727	3	24	5156753	4299847	856906	8	2.39	10.5	8.11
dDocent_Contig_349748	dDocent_Contig_162769	3	24	3741381	3833182	230938	8	10.93	12.96	2.03
dDocent_Contig_61319	dDocent_Contig_79351	2	24	2553089	3266277	713188	8	15.92	15.92	0.00
dDocent_Contig_380845	dDocent_Contig_1533	3	24	1314998	2151122	836124	8	17.02	19.66	2.64
dDocent_Contig_36018	dDocent_Contig_38092	3	24	1109140	1357401	248261	8	20.73	20.88	0.30
dDocent_Contig_9303	dDocent_Contig_3538	3	24	601581	455718	229102	8	21.96	22.73	0.77
dDocent_Contig_339791	dDocent_Contig_68700	2	24	7458807	8347387	888580	8	22.73	22.73	0.00
dDocent_Contig_132912	dDocent_Contig_197543	3	24	7129780	7274399	144619	8	25.6	26.72	1.12
dDocent_Contig_6004	dDocent_Contig_28007	10	24	8584834	10371745	1813799	8	27.54	33.78	6.24
dDocent_Contig_157649	dDocent_Contig_133980	5	24	10755845	11103710	480128	8	33.78	33.78	0.00
dDocent_Contig_4428	dDocent_Contig_86623	3	24	11569709	11406550	163159	8	33.78	33.78	0.00
dDocent_Contig_7007	dDocent_Contig_60550	2	24	10945055	10934123	10932	8	36.52	36.52	0.00
dDocent_Contig_57603	dDocent_Contig_85444	3	24	11379529	11723054	343525	8	37.75	38.68	0.93
dDocent_Contig_22362	dDocent_Contig_358491	2	24	12980171	13029350	49179	8	42.4	42.71	0.31
dDocent_Contig_356616	dDocent_Contig_249952	2	24	14032739	13408262	624477	8	43.33	44.25	0.92
dDocent_Contig_192305	dDocent_Contig_16582	3	24	14240108	14367534	405524	8	45.8	49.2	3.40
dDocent_Contig_363947	dDocent_Contig_31830	3	24	16292014	17336505	1044491	8	49.2	51.54	2.34
dDocent_Contig_51600	dDocent_Contig_202990	2	24	17813424	17861226	47802	8	61.35	61.86	0.51
dDocent_Contig_326304	dDocent_Contig_128759	2	24	15409348	15642398	233050	8	62.35	64.69	2.34
dDocent_Contig_245481	dDocent_Contig_307315	7	24	18290068	18623039	1223157	8	64.23	72.57	8.34
dDocent_Contig_163522	dDocent_Contig_4352	2	5	27812550	28200031	387481	4	4.9	4.96	0.06
dDocent_Contig_41324	dDocent_Contig_379124	8	5	26276227	24357842	1918385	4	5.83	12.39	6.56
dDocent_Contig_81426	dDocent_Contig_62299	2	5	22624616	22642350	17734	4	16.12	17.12	1.00
dDocent_Contig_21444	dDocent_Contig_7650	2	5	27279582	27307706	28124	4	18.58	20.72	2.14
dDocent_Contig_1288	dDocent_Contig_5715	7	5	20950999	21733018	879006	4	22.43	23.54	1.50
dDocent_Contig_9019	dDocent_Contig_47042	4	5	20543716	18127159	2416557	4	24.6	28.63	4.03
dDocent_Contig_17369	dDocent_Contig_23502	6	5	16948299	15677406	1505705	4	30.16	36.55	6.39
dDocent_Contig_132541	dDocent_Contig_289693	8	5	14647038	11953867	3025646	4	37.63	44.17	6.85
dDocent_Contig_172625	dDocent_Contig_63835	4	5	6814977	7243295	429950	4	48.29	50.32	2.36
dDocent_Contig_98560	dDocent_Contig_27435	5	5	8702302	8335367	556162	4	51.63	55.27	3.64
dDocent_Contig_105544	dDocent_Contig_15402	2	5	4382375	3637437	744938	4	63.92	66.22	2.30
dDocent_Contig_221197	dDocent_Contig_24841	2	5	7276980	8294502	1017522	4	66.53	66.53	0.00
dDocent_Contig_359613	dDocent_Contig_213988	3	5	698401	1881227	1182826	4	73.22	73.56	0.34
dDocent_Contig_109281	dDocent_Contig_86989	2	5	3050472	2411809	638663	4	72.89	76.28	3.39
dDocent_Contig_20111	dDocent_Contig_14449	8	10	23893363	26159972	2266609	24	0	0	0.00
dDocent_Contig_188738	dDocent_Contig_225171	6	10	18186494	18934074	747580	24	3.39	6.11	3.39
dDocent_Contig_54103	dDocent_Contig_27564	7	10	19260978	20989272	1899767	24	7.71	10.81	3.10
dDocent_Contig_58061	dDocent_Contig_9630	3	10	17253749	17027859	428071	24	11.21	12.65	1.44
dDocent_Contig_3207	dDocent_Contig_48858	4	10	15036189	16242813	1206624	24	12.91	15.24	2.33
dDocent_Contig_17401	dDocent_Contig_8809	2	10	16371549	16514807	143258	24	16.01	17.28	1.27
dDocent_Contig_5061	dDocent_Contig_297018	3	10	12929021	13066230	363117	24	19.3	20.49	1.50
dDocent_Contig_650	dDocent_Contig_113263	2	10	12417814	12291938	125876	24	22.03	22.03	0.00
dDocent_Contig_2205	dDocent_Contig_392339	5	10	11864960	10498055	1618304	24	22.34	26.89	4.55
dDocent_Contig_5435	dDocent_Contig_79800	4	10	9993261	10352101	467219	24	27.75	27.75	0.00
dDocent_Contig_19428	dDocent_Contig_25110	4	10	9638774	10018527	379753	24	28.43	28.43	0.00
dDocent_Contig_22046	dDocent_Contig_216625	5	10	8446511	8397886	163159	24	29.43	31.24	1.81
dDocent_Contig_78605	dDocent_Contig_133863	2	10	6953792	7450444	496652	24	33.9	35.25	1.35
dDocent_Contig_22395	dDocent_Contig_324047	7	10	5634753	6204563	1584461	24	37.15	45.76	8.61
dDocent_Contig_47122	dDocent_Contig_131719	2	10	3624455	3847577	223122	24	49.15	49.15	0.00
dDocent_Contig_16209	dDocent_Contig_147850	3	10	3699320	3816977	117657	24	54.67	55.79	1.12
dDocent_Contig_34060	dDocent_Contig_13350	4	4	23957559	23022851	1286505	10	2.14	11.28	9.14
dDocent_Contig_9013	dDocent_Contig_2154	2	4	21965453	21567821	397632	10	11.59	12.64	1.05
dDocent_Contig_68790	dDocent_Contig_64895	4	4	20600564	20738231	726592	10	14.7	17.16	2.46
dDocent_Contig_12674	dDocent_Contig_23830	2	4	19446371	19580565	134194	10	19.91	19.57	0.34
dDocent_Contig_21319	dDocent_Contig_118320	3	4	18896599	19340845	444246	10	20.59	20.25	0.34
dDocent_Contig_18188	dDocent_Contig_79517	4	4	18314698	18100870	542464	10	22.01	23.58	1.57
dDocent_Contig_274264	dDocent_Contig_3559	3	4	16331663	15646305	817584	10	28.53	30.06	1.53
dDocent_Contig_22346	dDocent_Contig_74477	2	4	14427103	15542751	1115648	10	32.54	32.81	0.27
dDocent_Contig_172611	dDocent_Contig_14506	2	4	11921922	12188973	267051	10	34.61	34.61	0.00
dDocent_Contig_30483	dDocent_Contig_27437	2	4	11496924	11890614	393690	10	35.39	35.39	0.00
dDocent_Contig_51425	dDocent_Contig_73753	4	4	13359000	13498402	228894	10	35.39	35.39	0.00
dDocent_Contig_20609	dDocent_Contig_54778	2	4	11316663	11599269	282606	10	35.94	38.5	2.56
dDocent_Contig_50518	dDocent_Contig_719	2	4	10220321	10321130	100809	10	39	38.57	0.43
dDocent_Contig_21480	dDocent_Contig_48250	4	4	10888894	10361784	958028	10	39.12	41.28	2.16
dDocent_Contig_129569	dDocent_Contig_34	3	4	9624542	9630308	260625	10	40.76	43.14	2.69
dDocent_Contig_51099	dDocent_Contig_394960	2	4	8776418	9143797	367379	10	43.81	43.81	0.00
dDocent_Contig_20865	dDocent_Contig_15311	2	4	6885349	8694999	1809650	10	49.4	52.27	2.87
dDocent_Contig_73600	dDocent_Contig_10572	2	4	6157843	5414119	743724	10	52.81	53.56	0.75
dDocent_Contig_384622	dDocent_Contig_53830	4	4	3699498	4728230	1028732	10	57.12	58.39	1.27
dDocent_Contig_305441	dDocent_Contig_57288	2	4	3129044	1573324	1555720	10	59.85	61.91	2.06
dDocent_Contig_25808	dDocent_Contig_228442	2	4	3390678	3229568	161110	10	62.78	64.32	1.54
dDocent_Contig_85692	dDocent_Contig_40726	2	11	21655992	22942145	1286153	19	3.77999999999999	3.77999999999999	0.00
dDocent_Contig_348	dDocent_Contig_187344	4	11	1906989	2211281	376082	19	5.09	7.48999999999999	2.40
dDocent_Contig_5918	dDocent_Contig_196795	2	11	1874471	1393527	480944	19	8.09999999999999	9.02999999999999	0.93
dDocent_Contig_153620	dDocent_Contig_59623	2	11	2743392	3199553	456161	19	9.64999999999999	10.78	1.13
dDocent_Contig_2844	dDocent_Contig_13244	10	11	3294770	8896844	5703811	19	11.48	22.55	11.07
dDocent_Contig_229164	dDocent_Contig_281	4	11	9520079	9541941	420917	19	23.21	24.27	1.06
dDocent_Contig_91218	dDocent_Contig_5747	2	11	10310216	9926116	384100	19	24.55	25.35	0.80
dDocent_Contig_276307	dDocent_Contig_39270	2	11	10960363	11137751	177388	19	26.12	28.22	2.10
dDocent_Contig_9844	dDocent_Contig_63273	3	11	12848056	12518424	450571	19	29.52	30.6	1.08
dDocent_Contig_197331	dDocent_Contig_14848	8	11	13935379	15355945	1496258	19	30.96	36.43	5.64
dDocent_Contig_33971	dDocent_Contig_374147	3	11	16333469	16568234	781111	19	37.35	41.33	3.98
dDocent_Contig_31027	dDocent_Contig_134784	3	11	17386343	18410043	1023700	19	41.33	47.3	5.97
dDocent_Contig_324292	dDocent_Contig_137743	3	11	18590076	18877232	287156	19	47.96	51.67	3.71
dDocent_Contig_182302	dDocent_Contig_180392	6	8	3847546	5376822	1529276	5	5.31	7.78	2.47
dDocent_Contig_698	dDocent_Contig_73723	12	8	5995415	8626264	2675629	5	8.41	22.92	14.51
dDocent_Contig_117020	dDocent_Contig_44547	2	8	13573980	13594694	20714	5	25.61	25.61	0.00
dDocent_Contig_11380	dDocent_Contig_105322	7	8	11244322	10570551	767927	5	27.34	31.18	3.90
dDocent_Contig_276420	dDocent_Contig_61696	6	8	15750039	17147269	1403971	5	30.83	33.66	2.83
dDocent_Contig_36330	dDocent_Contig_325432	10	8	17915773	19132435	1715615	5	37.02	41.85	4.83
dDocent_Contig_352629	dDocent_Contig_92932	3	8	20176262	20433561	257299	5	43.71	49.76	6.05
dDocent_Contig_399470	dDocent_Contig_34072	2	8	22438059	22258421	179638	5	51.68	52.35	0.67
dDocent_Contig_4163	dDocent_Contig_38257	12	8	20981357	22925996	1944639	5	56.19	55.86	0.33
dDocent_Contig_17645	dDocent_Contig_29581	2	8	21282738	21237529	45209	5	58.67	58.67	0.00
dDocent_Contig_104270	dDocent_Contig_221136	2	8	23931947	24091465	159518	5	58.67	58.67	0.00
dDocent_Contig_25202	dDocent_Contig_1254	3	8	25150600	25427462	276862	5	63.6	66.74	3.14
