LOCUS	LEFT_LOCUS	RIGHT_LOCUS	LEFT_POS	RIGHT_POS	SUPPORT	INTERVAL_SIZE	LG
gi|226022704|dbj|AB458915.1|	dDocent_Contig_43510	dDocent_Contig_75112	44.62	46.42	lcal	1.8	13
384405735	dDocent_Contig_20111	dDocent_Contig_103135	0	0	dlab	0	24
5019031	dDocent_Contig_69138	dDocent_Contig_22210	11.81	12.78	lcal,poli	0.969999999999999	19
384405030	dDocent_Contig_10808	dDocent_Contig_46295	26.62	26.62	dlab,poli	0	21
109176390	dDocent_Contig_61063	dDocent_Contig_1328	30.79	29.52	trub,poli	1.27	19
384405699	dDocent_Contig_33630	dDocent_Contig_23434	35.89	36.22	gacu,lcal,dlab,poli	0.329999999999998	21
gi|226022757|dbj|AB458968.1|	dDocent_Contig_21421	dDocent_Contig_213977	53.2	51.88	poli	1.32	14
384404492	dDocent_Contig_27794	dDocent_Contig_265358	50.65	50.65	lcal,onil,dlab,poli	0	16
384405727	dDocent_Contig_664	dDocent_Contig_38379	70	66.29	poli	3.70999999999999	20
384405024	dDocent_Contig_18700	dDocent_Contig_17935	50.8	52.03	lcal,poli	1.23	21
78227352	dDocent_Contig_97663	dDocent_Contig_137743	47.85	51.67	trub,dlab	3.82	19
384404271	dDocent_Contig_1291	dDocent_Contig_86268	30.97	30.97	onil,dlab,poli	0	1
gi|226049654|dbj|AB459081.1|	dDocent_Contig_22381	dDocent_Contig_18927	30.35	31.75	lcal	1.4	9
118772683	dDocent_Contig_115279	dDocent_Contig_6993	31.6	31.6	poli	0	23
115383049	dDocent_Contig_43622	dDocent_Contig_5061	20.8	19.3	onil,dlab	1.5	24
78229213	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal	0	16
gi|226049753|dbj|AB459180.1|	dDocent_Contig_3969	dDocent_Contig_149539	16.56	16.56	lcal,poli	0	13
78226260	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
78228964	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	gacu,trub,onil,poli	0	20
gi|226049659|dbj|AB459086.1|	dDocent_Contig_24394	dDocent_Contig_1707	24.26	28.3	onil	4.04	6
118772496	dDocent_Contig_123378	dDocent_Contig_90815	59.58	56.8	lcal	2.78	23
384404899	dDocent_Contig_29128	dDocent_Contig_9980	35.19	35.19	lcal	0	18
78229123	dDocent_Contig_97663	dDocent_Contig_137743	47.85	51.67	dlab	3.82	19
gi|205361427|dbj|AB459491.1|	dDocent_Contig_14056	dDocent_Contig_23556	48.93	48.6	lcal,poli	0.329999999999998	3
78225455	dDocent_Contig_12108	dDocent_Contig_20733	20.72	20.72	gacu,lcal,dlab,poli	0	20
118772354	dDocent_Contig_18636	dDocent_Contig_72018	26.62	27.28	onil,dlab	0.66	5
384405394	dDocent_Contig_221942	dDocent_Contig_119334	26.72	26.72	lcal,dlab,poli	0	12
118772399	dDocent_Contig_172365	dDocent_Contig_68707	43.48	40.8	dlab	2.68	3
5018975	dDocent_Contig_161221	dDocent_Contig_352629	41.29	43.71	gacu	2.42	5
384404931	dDocent_Contig_21697	dDocent_Contig_327203	28.37	27.45	lcal,poli	0.920000000000002	18
78228508	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78225473	dDocent_Contig_30074	dDocent_Contig_23998	6.81	7.26999999999999	gacu,lcal,trub,tnig,onil,dlab	0.459999999999989	14
78225984	dDocent_Contig_107634	dDocent_Contig_12988	38.58	39.69	lcal,onil,dlab	1.11	22
78227534	dDocent_Contig_60514	dDocent_Contig_16259	62.73	63.35	poli	0.620000000000005	12
109177628	dDocent_Contig_75804	dDocent_Contig_84428	30.65	31.31	poli	0.66	8
384404916	dDocent_Contig_29128	dDocent_Contig_245394	35.19	33.44	gacu,dlab	1.75	18
384405088	dDocent_Contig_214291	dDocent_Contig_42799	45.42	45.77	poli	0.350000000000001	8
109177722	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
384404287	dDocent_Contig_183753	dDocent_Contig_161242	54.58	54.43	lcal,dlab	0.149999999999999	1
78229983	dDocent_Contig_103135	dDocent_Contig_20111	0	0	gacu,lcal,onil,dlab,poli	0	24
78227362	dDocent_Contig_55010	dDocent_Contig_34141	16.08	22.33	trub,tnig	6.25	12
384405245	dDocent_Contig_177172	dDocent_Contig_169586	27.27	34.31	lcal,dlab	7.04	22
384405639	dDocent_Contig_155556	dDocent_Contig_204278	11.33	13.27	dlab,poli	1.94	16
78226055	dDocent_Contig_276086	dDocent_Contig_384998	21.11	21.22	gacu,lcal,dlab,poli	0.109999999999999	6
384405605	dDocent_Contig_141395	dDocent_Contig_80711	8.98	7.42	gacu,lcal,onil,dlab	1.56	4
384404378	dDocent_Contig_139762	dDocent_Contig_92949	21.36	23.58	dlab	2.22	1
384405687	dDocent_Contig_339791	dDocent_Contig_68700	22.73	22.73	gacu,lcal,trub,onil,dlab	0	8
118772411	dDocent_Contig_39270	dDocent_Contig_26852	28.22	30.29	poli	2.07	19
115383021	dDocent_Contig_12831	dDocent_Contig_333242	24.62	24.62	gacu,lcal,dlab,poli	0	16
118772792	dDocent_Contig_22210	dDocent_Contig_198612	12.78	13.02	poli	0.24	19
384405799	dDocent_Contig_40222	dDocent_Contig_4144	35.43	34.6	dlab,poli	0.829999999999998	3
384405664	dDocent_Contig_54103	dDocent_Contig_1397	7.71	8.78	lcal,poli	1.07	24
384405692	dDocent_Contig_183753	dDocent_Contig_161242	54.58	54.43	lcal,dlab	0.149999999999999	1
118772523	dDocent_Contig_9310	dDocent_Contig_146769	22.79	24.6	gacu	1.81	14
115382965	dDocent_Contig_301600	dDocent_Contig_13057	16.82	18.53	gacu,lcal	1.71	14
384405493	dDocent_Contig_288916	dDocent_Contig_52549	37.13	37.13	gacu,lcal,onil,dlab	0	20
157734166	dDocent_Contig_311699	dDocent_Contig_28835	56.43	56.43	gacu,tnig,onil,poli	0	22
384405530	dDocent_Contig_264891	dDocent_Contig_85212	15.1	17.16	onil	2.06	10
384404455	dDocent_Contig_221197	dDocent_Contig_24841	66.53	66.53	lcal,dlab,poli	0	4
384404817	dDocent_Contig_39469	dDocent_Contig_18636	25.61	26.62	poli	1.01	5
gi|226049697|dbj|AB459124.1|	dDocent_Contig_360249	dDocent_Contig_6955	39.31	37.23	lcal,onil,dlab	2.08000000000001	15
384404942	dDocent_Contig_28644	dDocent_Contig_89624	18.83	17.45	lcal,onil,poli	1.38	23
384404747	dDocent_Contig_103216	dDocent_Contig_25808	61.83	62.78	gacu,poli	0.950000000000003	10
118772704	dDocent_Contig_256695	dDocent_Contig_8641	37.95	37.28	poli	0.670000000000002	24
109177238	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
384405436	dDocent_Contig_130331	dDocent_Contig_53537	2.16	4.33	lcal,trub,tnig,poli	2.17	14
78227707	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
118772585	dDocent_Contig_38328	dDocent_Contig_66871	19.82	21.36	dlab	1.54	1
5018761	dDocent_Contig_166423	dDocent_Contig_123378	64.09	59.58	lcal,dlab	4.51000000000001	23
115382982	dDocent_Contig_87663	dDocent_Contig_156793	29.44	31.35	poli	1.91	14
384404763	dDocent_Contig_172611	dDocent_Contig_14506	34.61	34.61	lcal,onil,dlab,poli	0	10
78228457	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
78228645	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78228424	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	trub,onil,poli	0	20
78225390	dDocent_Contig_4135	dDocent_Contig_35436	24.19	24.44	trub,tnig,dlab,poli	0.25	1
78230312	dDocent_Contig_56370	dDocent_Contig_118765	68.92	68.24	dlab	0.680000000000007	12
gi|226022753|dbj|AB458964.1|	dDocent_Contig_45297	dDocent_Contig_99398	60.77	61.39	poli	0.619999999999997	15
78225816	dDocent_Contig_83882	dDocent_Contig_57682	7.96	7.96	lcal	0	16
78229333	dDocent_Contig_11296	dDocent_Contig_95424	29.74	31.33	lcal,trub,dlab,poli	1.59	9
384404524	dDocent_Contig_73477	dDocent_Contig_14866	11.18	11.18	dlab,poli	0	16
115383100	dDocent_Contig_23884	dDocent_Contig_16570	61.84	66.27	onil	4.42999999999999	6
115382989	dDocent_Contig_2154	dDocent_Contig_9013	12.64	11.59	poli	1.05	10
384404936	dDocent_Contig_43221	dDocent_Contig_36090	44.58	44.58	lcal,onil,dlab	0	23
384404798	dDocent_Contig_264891	dDocent_Contig_85212	15.1	17.16	gacu,onil	2.06	10
118772515	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	gacu,trub,onil,poli	0	20
115383003	dDocent_Contig_57989	dDocent_Contig_91847	40.55	40.63	poli	0.0800000000000054	2
78225432	dDocent_Contig_97513	dDocent_Contig_12289	33.01	33.4	lcal,trub,tnig,dlab,poli	0.390000000000001	20
384405685	dDocent_Contig_364388	dDocent_Contig_6727	12.09	10.5	poli	1.59	8
384404579	dDocent_Contig_21467	dDocent_Contig_5563	55.6	56.37	trub,tnig,dlab	0.769999999999996	20
115383016	dDocent_Contig_2691	dDocent_Contig_56593	16.58	17.49	lcal,poli	0.91	16
gi|226022722|dbj|AB458933.1|	dDocent_Contig_37992	dDocent_Contig_13812	59.13	59.13	lcal	0	22
384405366	dDocent_Contig_69880	dDocent_Contig_26199	62.77	62.77	poli	0	13
384404759	dDocent_Contig_51314	dDocent_Contig_73600	53.56	52.81	gacu,trub,onil,poli	0.75	10
118772442	dDocent_Contig_17057	dDocent_Contig_106618	9.27	8.34	poli	0.93	15
gi|226069258|dbj|AB459251.1|	dDocent_Contig_68707	dDocent_Contig_112373	40.8	39.8	lcal,poli	1	3
384405544	dDocent_Contig_2691	dDocent_Contig_56593	16.58	17.49	lcal	0.91	16
384405117	dDocent_Contig_3538	dDocent_Contig_143868	22.73	22.58	dlab,poli	0.150000000000002	8
384405078	dDocent_Contig_237447	dDocent_Contig_110926	45.96	45.96	poli	0	8
384404886	dDocent_Contig_234405	dDocent_Contig_166134	71.55	71.55	gacu,poli	0	18
109176049	dDocent_Contig_233200	dDocent_Contig_34141	21.06	22.33	lcal,onil	1.27	12
384405058	dDocent_Contig_13269	dDocent_Contig_17935	50.47	52.03	lcal	1.56	21
78229076	dDocent_Contig_20865	dDocent_Contig_15311	49.4	52.27	lcal,dlab,poli	2.87	10
5039601	dDocent_Contig_277312	dDocent_Contig_281	23.55	24.27	tnig,dlab,poli	0.719999999999999	19
384404733	dDocent_Contig_137743	dDocent_Contig_13393	51.67	37.71	trub	13.96	19
78228816	dDocent_Contig_8373	dDocent_Contig_78213	45.77	45.77	gacu,lcal	0	11
78225601	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil	1.61	22
384405501	dDocent_Contig_267640	dDocent_Contig_113893	52.99	52.99	lcal,onil	0	7
384405577	dDocent_Contig_123765	dDocent_Contig_10430	64.01	63.7	gacu,trub,poli	0.310000000000002	9
109176071	dDocent_Contig_182167	dDocent_Contig_16645	46.54	46.94	gacu,dlab,poli	0.399999999999999	17
384405625	dDocent_Contig_40222	dDocent_Contig_4144	35.43	34.6	lcal,dlab,poli	0.829999999999998	3
384404775	dDocent_Contig_22346	dDocent_Contig_74477	32.54	32.81	lcal,dlab	0.270000000000003	10
109178341	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	trub,poli	2.79	10
78230079	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
34022055	dDocent_Contig_13705	dDocent_Contig_386286	32.38	33.31	gacu,dlab	0.93	6
384405377	dDocent_Contig_99236	dDocent_Contig_22902	55.83	59.39	poli	3.56	12
109177833	dDocent_Contig_155556	dDocent_Contig_204278	11.33	13.27	dlab	1.94	16
78230356	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78230328	dDocent_Contig_58288	dDocent_Contig_146886	33.8	33.8	gacu,trub	0	16
384404464	dDocent_Contig_221197	dDocent_Contig_24841	66.53	66.53	lcal,dlab	0	4
109176311	dDocent_Contig_39799	dDocent_Contig_112900	31.55	32.89	gacu,trub,tnig,poli	1.34	12
109175047	dDocent_Contig_139762	dDocent_Contig_38328	21.36	19.82	tnig,onil	1.54	1
384404420	dDocent_Contig_35702	dDocent_Contig_16925	60.77	60.77	onil,poli	0	15
384405123	dDocent_Contig_339791	dDocent_Contig_68700	22.73	22.73	gacu,lcal,onil,dlab	0	8
384404905	dDocent_Contig_385543	dDocent_Contig_12068	71.39	71.39	tnig,poli	0	18
75976400	dDocent_Contig_11296	dDocent_Contig_95424	29.74	31.33	lcal,poli	1.59	9
384404758	dDocent_Contig_51314	dDocent_Contig_73600	53.56	52.81	poli	0.75	10
78226048	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil,poli	0	24
78226539	dDocent_Contig_49717	dDocent_Contig_2987	4.22	3.8	lcal,onil	0.42	6
384404407	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	tnig	0.219999999999999	19
gi|205361322|dbj|AB459427.1|	dDocent_Contig_75112	dDocent_Contig_37671	46.42	45.8	gacu,lcal,onil	0.620000000000005	13
109178294	dDocent_Contig_651	dDocent_Contig_7795	13.88	13.88	lcal,trub,tnig,onil,dlab,poli	0	1
384405350	dDocent_Contig_37671	dDocent_Contig_10816	45.8	40.83	tnig	4.97	13
384404373	dDocent_Contig_19919	dDocent_Contig_9840	0	1.85	poli	1.85	15
384404890	dDocent_Contig_200778	dDocent_Contig_165225	71.39	69.38	tnig,onil	2.01000000000001	18
118772644	dDocent_Contig_149785	dDocent_Contig_9237	58.84	58.84	gacu,lcal	0	16
384404472	dDocent_Contig_10459	dDocent_Contig_53	16.59	22.67	dlab	6.08	11
118772579	dDocent_Contig_1052	dDocent_Contig_318878	34.85	33.38	lcal,tnig,onil,dlab	1.47	6
384404683	dDocent_Contig_9953	dDocent_Contig_31678	60.12	60.79	poli	0.670000000000002	17
109176920	dDocent_Contig_2040	dDocent_Contig_12143	25.68	29.7	gacu,dlab	4.02	15
109177473	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404597	dDocent_Contig_267640	dDocent_Contig_113893	52.99	52.99	trub,onil,poli	0	7
109177784	dDocent_Contig_25389	dDocent_Contig_9044	38.05	39.27	tnig	1.22000000000001	12
gi|226049727|dbj|AB459154.1|	dDocent_Contig_6993	dDocent_Contig_8987	31.6	31.82	onil,poli	0.219999999999999	23
384404552	dDocent_Contig_15918	dDocent_Contig_269535	31.26	31.26	gacu,lcal,dlab	0	20
78230414	dDocent_Contig_67109	dDocent_Contig_126711	67.07	66.91	gacu,lcal	0.159999999999997	12
384404780	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	poli	2.79	10
gi|226022731|dbj|AB458942.1|	dDocent_Contig_99410	dDocent_Contig_57634	44.5	44.19	dlab,poli	0.310000000000002	6
118772620	dDocent_Contig_221276	dDocent_Contig_112900	33.9	32.89	lcal,poli	1.01	12
118772416	dDocent_Contig_5988	dDocent_Contig_18848	1.54	1.54	dlab,poli	0	1
78225506	dDocent_Contig_58288	dDocent_Contig_146886	33.8	33.8	gacu,trub	0	16
78227891	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,trub,dlab,poli	0	16
384404513	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
78229264	dDocent_Contig_100222	dDocent_Contig_54822	54.09	51.1	poli	2.99	22
gi|226049650|dbj|AB459077.1|	dDocent_Contig_136639	dDocent_Contig_9857	58.76	58.76	poli	0	15
78229802	dDocent_Contig_221942	dDocent_Contig_119334	26.72	26.72	lcal,trub,tnig,onil,dlab,poli	0	12
78230311	dDocent_Contig_16160	dDocent_Contig_34954	36.98	36.85	onil	0.129999999999995	16
115382981	dDocent_Contig_16259	dDocent_Contig_53836	63.35	64.59	poli	1.24	12
78229779	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
78229065	dDocent_Contig_102544	dDocent_Contig_187802	13.06	10.72	lcal	2.34	18
gi|226069288|dbj|AB459281.1|	dDocent_Contig_30698	dDocent_Contig_20367	23.71	23.54	poli	0.170000000000002	4
78230161	dDocent_Contig_128759	dDocent_Contig_31830	64.69	51.54	tnig	13.15	8
gi|226049666|dbj|AB459093.1|	dDocent_Contig_45214	dDocent_Contig_12922	19	17.75	poli	1.25	3
384405272	dDocent_Contig_56126	dDocent_Contig_13812	59.13	59.13	gacu,lcal,onil,dlab,poli	0	22
78228846	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	poli	2.79	10
78227566	dDocent_Contig_172285	dDocent_Contig_48611	23.27	20.59	gacu,trub,dlab	2.68	10
115382983	dDocent_Contig_11186	dDocent_Contig_21399	53.27	54.47	poli	1.2	2
384405677	dDocent_Contig_53753	dDocent_Contig_50700	35.89	36.06	lcal	0.170000000000002	21
gi|205361320|dbj|AB459425.1|	dDocent_Contig_63898	dDocent_Contig_207044	5.66	5.66	gacu,poli	0	3
78227738	dDocent_Contig_61696	dDocent_Contig_325604	33.66	37.02	trub,tnig,onil	3.36000000000001	5
78229470	dDocent_Contig_249952	dDocent_Contig_214291	44.25	45.42	gacu,trub,tnig,poli	1.17	8
109178681	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil	1.61	22
115383074	dDocent_Contig_36915	dDocent_Contig_214776	24.49	24.49	poli	0	12
384405775	dDocent_Contig_115567	dDocent_Contig_379939	4.03	4.03	onil,dlab	0	17
384405160	dDocent_Contig_103135	dDocent_Contig_20111	0	0	gacu,lcal,poli	0	24
384405422	dDocent_Contig_1052	dDocent_Contig_318878	34.85	33.38	lcal,onil,dlab	1.47	6
gi|226049774|dbj|AB459201.1|	dDocent_Contig_14368	dDocent_Contig_123429	53.27	50.9	gacu,lcal,onil,dlab	2.37	12
78228840	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil,poli	0	24
384405441	dDocent_Contig_958	dDocent_Contig_116082	34.21	33.37	lcal	0.840000000000003	11
384405329	dDocent_Contig_6967	dDocent_Contig_25574	16.67	16.67	gacu,lcal,trub,tnig,onil,dlab,poli	0	3
384405381	dDocent_Contig_14368	dDocent_Contig_123429	53.27	50.9	gacu,lcal,onil,dlab	2.37	12
384404669	dDocent_Contig_69393	dDocent_Contig_26911	61.54	61.66	poli	0.119999999999997	13
384405335	dDocent_Contig_301372	dDocent_Contig_99077	25.88	25.88	poli	0	13
384405714	dDocent_Contig_7350	dDocent_Contig_99236	55.58	55.83	lcal,poli	0.25	12
78229593	dDocent_Contig_87984	dDocent_Contig_179549	21.54	17.95	gacu,onil	3.59	19
118772572	dDocent_Contig_145411	dDocent_Contig_135616	52.72	54.06	dlab	1.34	17
384405475	dDocent_Contig_378878	dDocent_Contig_1138	68.23	68.23	lcal,poli	0	16
118772615	dDocent_Contig_394960	dDocent_Contig_51099	43.81	43.81	poli	0	10
109177768	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,trub,dlab,poli	0	16
384404679	dDocent_Contig_240815	dDocent_Contig_135616	52.13	54.06	lcal	1.93	17
109176737	dDocent_Contig_70783	dDocent_Contig_30698	23.54	23.71	gacu,onil,dlab,poli	0.170000000000002	4
gi|205361401|dbj|AB459475.1|	dDocent_Contig_62	dDocent_Contig_23083	14.56	14.56	gacu,lcal,trub,tnig,dlab,poli	0	1
112785079	dDocent_Contig_1422	dDocent_Contig_27079	36.68	37.34	poli	0.660000000000004	13
78228189	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404771	dDocent_Contig_31796	dDocent_Contig_48250	39.74	41.28	poli	1.54	10
384404509	dDocent_Contig_37785	dDocent_Contig_371139	31.28	31.28	lcal,dlab,poli	0	16
78229511	dDocent_Contig_122871	dDocent_Contig_66601	10.5	10	gacu,trub,tnig,onil	0.5	7
384404257	dDocent_Contig_5819	dDocent_Contig_1291	30.97	30.97	gacu,lcal,tnig,poli	0	1
118772456	dDocent_Contig_52743	dDocent_Contig_29138	47.61	50.34	poli	2.73	1
384405322	dDocent_Contig_4144	dDocent_Contig_269074	34.6	34.19	gacu,lcal,dlab	0.410000000000004	3
78227381	dDocent_Contig_166134	dDocent_Contig_73935	71.55	71.55	poli	0	18
gi|226049726|dbj|AB459153.1|	dDocent_Contig_59952	dDocent_Contig_15741	59.1	63.97	poli	4.87	24
109177671	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil	0	24
109177606	dDocent_Contig_35440	dDocent_Contig_326641	42.03	40.62	tnig,onil	1.41	7
109177495	dDocent_Contig_75804	dDocent_Contig_84428	30.65	31.31	poli	0.66	8
109177368	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
78228893	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|226022759|dbj|AB458970.1|	dDocent_Contig_4533	dDocent_Contig_29128	35.19	35.19	poli	0	18
78226410	dDocent_Contig_123378	dDocent_Contig_90815	59.58	56.8	lcal,onil	2.78	23
78226536	dDocent_Contig_5819	dDocent_Contig_1291	30.97	30.97	gacu	0	1
109176024	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
78226528	dDocent_Contig_3207	dDocent_Contig_38804	12.91	14.49	lcal,trub,onil,dlab,poli	1.58	24
78229938	dDocent_Contig_41944	dDocent_Contig_134784	46.63	47.3	lcal,onil,dlab	0.669999999999995	19
109176295	dDocent_Contig_314714	dDocent_Contig_305597	29.75	29.42	lcal,trub,dlab	0.329999999999998	8
78228353	dDocent_Contig_6814	dDocent_Contig_324047	40.63	45.76	dlab	5.13	24
78226105	dDocent_Contig_58288	dDocent_Contig_146886	33.8	33.8	gacu,trub,onil	0	16
384405222	dDocent_Contig_11941	dDocent_Contig_367430	44.85	43.64	lcal,poli	1.21	9
78229641	dDocent_Contig_12034	dDocent_Contig_175067	47.72	49.56	lcal,trub,dlab	1.84	7
78228060	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78229770	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
78226258	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal,dlab	0	16
384405736	dDocent_Contig_17736	dDocent_Contig_10383	40.75	40.85	gacu,lcal	0.100000000000001	9
118772464	dDocent_Contig_274586	dDocent_Contig_38092	19.66	20.88	gacu,lcal,dlab	1.22	8
78227726	dDocent_Contig_90559	dDocent_Contig_172285	29.07	23.27	trub	5.8	10
384405707	dDocent_Contig_22448	dDocent_Contig_1688	50.26	49.94	poli	0.32	17
78230070	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|226022715|dbj|AB458926.1|	dDocent_Contig_44561	dDocent_Contig_18098	36.56	32.55	onil	4.01000000000001	7
384404575	dDocent_Contig_42747	dDocent_Contig_14449	0	0	lcal,onil,dlab,poli	0	24
384405761	dDocent_Contig_12831	dDocent_Contig_333242	24.62	24.62	gacu,lcal,dlab,poli	0	16
384405031	dDocent_Contig_30678	dDocent_Contig_57647	30.16	30.16	poli	0	21
78228903	dDocent_Contig_157446	dDocent_Contig_165136	29.56	28.89	gacu,trub,tnig,dlab	0.669999999999998	13
109178475	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil	1.61	22
gi|226049627|dbj|AB459054.1|	dDocent_Contig_46095	dDocent_Contig_19238	34.24	33.09	lcal,dlab,poli	1.15	19
78229431	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404246	dDocent_Contig_4135	dDocent_Contig_35436	24.19	24.44	lcal,dlab,poli	0.25	1
109175767	dDocent_Contig_314714	dDocent_Contig_305597	29.75	29.42	lcal,trub,dlab	0.329999999999998	8
384405704	dDocent_Contig_221197	dDocent_Contig_24841	66.53	66.53	lcal,dlab,poli	0	4
gi|12733953|emb|AJ291986.1|	dDocent_Contig_13005	dDocent_Contig_79522	19.78	19.47	gacu,lcal,tnig,dlab,poli	0.310000000000002	13
384405000	dDocent_Contig_9983	dDocent_Contig_9310	22.6	22.79	lcal,dlab	0.189999999999998	14
384405582	dDocent_Contig_3663	dDocent_Contig_11361	44.95	41.52	poli	3.43	22
384405053	dDocent_Contig_43813	dDocent_Contig_65087	49.89	45.77	lcal	4.12	11
78227222	dDocent_Contig_52143	dDocent_Contig_53396	28.59	27.87	gacu,trub,tnig,dlab	0.719999999999999	16
118772799	dDocent_Contig_2202	dDocent_Contig_37096	44.58	44.58	gacu,lcal,poli	0	23
gi|226022769|dbj|AB458980.1|	dDocent_Contig_111455	dDocent_Contig_46447	8.98	8.98	poli	0	1
109175736	dDocent_Contig_8769	dDocent_Contig_91457	32.63	30.92	gacu,lcal,trub,tnig,onil,dlab,poli	1.71	2
384404760	dDocent_Contig_51314	dDocent_Contig_73600	53.56	52.81	gacu,trub,onil,poli	0.75	10
118772636	dDocent_Contig_1655	dDocent_Contig_79376	59.37	59.28	poli	0.0899999999999963	11
5018939	dDocent_Contig_4686	dDocent_Contig_12730	16.1	14	lcal,dlab	2.1	14
118772529	dDocent_Contig_98386	dDocent_Contig_25536	35.11	38	lcal	2.89	22
384405443	dDocent_Contig_343391	dDocent_Contig_219112	20.91	18.6	poli	2.31	16
gi|205361349|dbj|AB459454.1|	dDocent_Contig_46095	dDocent_Contig_19238	34.24	33.09	lcal,poli	1.15	19
384405358	dDocent_Contig_69393	dDocent_Contig_26911	61.54	61.66	poli	0.119999999999997	13
384404389	dDocent_Contig_79551	dDocent_Contig_2040	24.12	25.68	poli	1.56	15
gi|226022804|dbj|AB459015.1|	dDocent_Contig_8373	dDocent_Contig_78213	45.77	45.77	lcal,onil,poli	0	11
78229056	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78227501	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78228023	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78229480	dDocent_Contig_16645	dDocent_Contig_115658	46.94	49.01	lcal,poli	2.07	17
115382948	dDocent_Contig_62851	dDocent_Contig_59202	68.23	68.23	poli	0	16
78228024	dDocent_Contig_46846	dDocent_Contig_79522	20.09	19.47	gacu,lcal,trub,tnig,dlab	0.620000000000001	13
gi|226049692|dbj|AB459119.1|	dDocent_Contig_156624	dDocent_Contig_212609	23.57	26.19	poli	2.62	9
78226606	dDocent_Contig_42416	dDocent_Contig_40313	41.08	64.01	tnig	22.93	9
115383081	dDocent_Contig_15918	dDocent_Contig_269535	31.26	31.26	gacu,dlab	0	20
384405375	dDocent_Contig_16259	dDocent_Contig_53836	63.35	64.59	poli	1.24	12
118772486	dDocent_Contig_74001	dDocent_Contig_10799	32.17	35.43	lcal	3.26	12
109176473	dDocent_Contig_173	dDocent_Contig_53339	26.77	25.22	lcal,dlab,poli	1.55	4
